Source,Target,Type,Weight
김현우_Dir_1,황두하_Act_1,Undirected,2
류승완_Dir_1,강길우_Act_1,Undirected,1
류승완_Dir_1,강승수_Act_1,Undirected,1
류승완_Dir_1,강희제_Act_1,Undirected,1
류승완_Dir_1,고동옥_Act_1,Undirected,1
류승완_Dir_1,고민시_Act_1,Undirected,1
류승완_Dir_1,곽자형_Act_1,Undirected,1
류승완_Dir_1,곽진석_Act_1,Undirected,1
류승완_Dir_1,구교환_Act_1,Undirected,1
류승완_Dir_1,구본웅_Act_1,Undirected,1
류승완_Dir_1,권해효_Act_1,Undirected,1
류승완_Dir_1,김가을_Act_1,Undirected,1
류승완_Dir_1,김경덕_Act_1,Undirected,1
류승완_Dir_1,김경록_Act_1,Undirected,1
류승완_Dir_1,김경희_Act_1,Undirected,1
류승완_Dir_1,김기천_Act_1,Undirected,1
류승완_Dir_1,김도훈_Act_1,Undirected,1
류승완_Dir_1,김동식_Act_1,Undirected,1
류승완_Dir_1,김동화_Act_1,Undirected,1
류승완_Dir_1,김명연_Act_1,Undirected,1
류승완_Dir_1,김미지_Act_1,Undirected,1
류승완_Dir_1,김병만_Act_1,Undirected,1
류승완_Dir_1,김서원_Act_1,Undirected,1
류승완_Dir_1,김서희_Act_1,Undirected,1
류승완_Dir_1,김소진_Act_1,Undirected,1
류승완_Dir_1,김시후_Act_1,Undirected,1
류승완_Dir_1,김용학_Act_1,Undirected,1
류승완_Dir_1,김우영_Act_1,Undirected,1
류승완_Dir_1,김원준_Act_1,Undirected,1
류승완_Dir_1,김원해_Act_1,Undirected,2
류승완_Dir_1,김윤석_Act_1,Undirected,1
류승완_Dir_1,김재화_Act_1,Undirected,3
류승완_Dir_1,김재훈_Act_1,Undirected,1
류승완_Dir_1,김종수_Act_1,Undirected,1
류승완_Dir_1,김준식_Act_1,Undirected,1
류승완_Dir_1,김충길_Act_1,Undirected,1
류승완_Dir_1,김한솔_Act_1,Undirected,1
류승완_Dir_1,김혜수_Act_1,Undirected,1
류승완_Dir_1,남진복_Act_1,Undirected,1
류승완_Dir_1,남태규_Act_1,Undirected,1
류승완_Dir_1,민대웅_Act_1,Undirected,1
류승완_Dir_1,박경혜_Act_1,Undirected,3
류승완_Dir_1,박명신_Act_1,Undirected,2
류승완_Dir_1,박정_Act_1,Undirected,1
류승완_Dir_1,박정민_Act_1,Undirected,1
류승완_Dir_1,박준면_Act_1,Undirected,2
류승완_Dir_1,박지영_Act_1,Undirected,1
류승완_Dir_1,박찬별_Act_1,Undirected,1
류승완_Dir_1,배정환_Act_1,Undirected,1
류승완_Dir_1,백승철_Act_1,Undirected,1
류승완_Dir_1,백종환_Act_1,Undirected,1
류승완_Dir_1,백주희_Act_1,Undirected,1
류승완_Dir_1,변홍준_Act_1,Undirected,1
류승완_Dir_1,선종구_Act_1,Undirected,1
류승완_Dir_1,송원수_Act_1,Undirected,1
류승완_Dir_1,신민재_Act_1,Undirected,2
류승완_Dir_1,신삼봉_Act_1,Undirected,1
류승완_Dir_1,신승환_Act_1,Undirected,1
류승완_Dir_1,신영옥_Act_1,Undirected,1
류승완_Dir_1,신우희_Act_1,Undirected,2
류승완_Dir_1,심규식_Act_1,Undirected,1
류승완_Dir_1,안보현_Act_1,Undirected,1
류승완_Dir_1,안상태_Act_1,Undirected,1
류승완_Dir_1,안세호_Act_1,Undirected,2
류승완_Dir_1,염정아_Act_1,Undirected,1
류승완_Dir_1,오달수_Act_1,Undirected,1
류승완_Dir_1,오대환_Act_1,Undirected,1
류승완_Dir_1,오윤홍_Act_1,Undirected,1
류승완_Dir_1,오충근_Act_1,Undirected,1
류승완_Dir_1,오현석_Act_1,Undirected,1
류승완_Dir_1,우정원_Act_1,Undirected,1
류승완_Dir_1,유민석_Act_1,Undirected,1
류승완_Dir_1,유민주_Act_1,Undirected,1
류승완_Dir_1,유연석_Act_1,Undirected,1
류승완_Dir_1,유재연_Act_1,Undirected,1
류승완_Dir_1,유창한_Act_1,Undirected,1
류승완_Dir_1,유태근_Act_1,Undirected,1
류승완_Dir_1,유하람_Act_1,Undirected,1
류승완_Dir_1,윤경호_Act_1,Undirected,2
류승완_Dir_1,윤대열_Act_1,Undirected,1
류승완_Dir_1,윤대원_Act_1,Undirected,1
류승완_Dir_1,윤병희_Act_1,Undirected,1
류승완_Dir_1,윤종구_Act_1,Undirected,1
류승완_Dir_1,윤준열_Act_1,Undirected,1
류승완_Dir_1,이금빈_Act_1,Undirected,1
류승완_Dir_1,이나연_Act_1,Undirected,1
류승완_Dir_1,이다일_Act_1,Undirected,1
류승완_Dir_1,이봉련_Act_1,Undirected,1
류승완_Dir_1,이상하_Act_1,Undirected,1
류승완_Dir_1,이상협_Act_1,Undirected,1
류승완_Dir_1,이상희_Act_1,Undirected,1
류승완_Dir_1,이서아_Act_1,Undirected,1
류승완_Dir_1,이선희_Act_1,Undirected,1
류승완_Dir_1,이성환_Act_1,Undirected,1
류승완_Dir_1,이용희_Act_1,Undirected,1
류승완_Dir_1,이정수_Act_1,Undirected,1
류승완_Dir_1,이종진_Act_1,Undirected,1
류승완_Dir_1,이진희_Act_1,Undirected,3
류승완_Dir_1,이태형_Act_1,Undirected,1
류승완_Dir_1,이화정_Act_1,Undirected,1
류승완_Dir_1,이희경_Act_1,Undirected,1
류승완_Dir_1,인선호_Act_1,Undirected,1
류승완_Dir_1,임승준_Act_1,Undirected,1
류승완_Dir_1,임희라_Act_1,Undirected,1
류승완_Dir_1,장기하_Act_1,Undirected,1
류승완_Dir_1,장윤주_Act_1,Undirected,1
류승완_Dir_1,장지후_Act_1,Undirected,1
류승완_Dir_1,전상원_Act_1,Undirected,1
류승완_Dir_1,전석찬_Act_1,Undirected,1
류승완_Dir_1,전현숙_Act_1,Undirected,2
류승완_Dir_1,정도원_Act_1,Undirected,1
류승완_Dir_1,정만식_Act_1,Undirected,2
류승완_Dir_1,정명진_Act_1,Undirected,1
류승완_Dir_1,정병두_Act_1,Undirected,1
류승완_Dir_1,정재원_Act_1,Undirected,1
류승완_Dir_1,정재훈_Act_1,Undirected,1
류승완_Dir_1,정해인_Act_1,Undirected,1
류승완_Dir_1,정혜자_Act_1,Undirected,1
류승완_Dir_1,정호진_Act_1,Undirected,1
류승완_Dir_1,조관우_Act_1,Undirected,1
류승완_Dir_1,조상원_Act_1,Undirected,1
류승완_Dir_1,조성현_Act_1,Undirected,1
류승완_Dir_1,조순연_Act_1,Undirected,1
류승완_Dir_1,조인성_Act_1,Undirected,2
류승완_Dir_1,주보비_Act_1,Undirected,3
류승완_Dir_1,진경_Act_1,Undirected,2
류승완_Dir_1,진희규_Act_1,Undirected,1
류승완_Dir_1,최가은_Act_1,Undirected,1
류승완_Dir_1,최경훈_Act_1,Undirected,1
류승완_Dir_1,최유정_Act_1,Undirected,1
류승완_Dir_1,최정욱_Act_1,Undirected,1
류승완_Dir_1,최종원_Act_1,Undirected,1
류승완_Dir_1,태상호_Act_1,Undirected,1
류승완_Dir_1,한규석_Act_1,Undirected,1
류승완_Dir_1,한철우_Act_1,Undirected,1
류승완_Dir_1,허남준_Act_1,Undirected,1
류승완_Dir_1,허준호_Act_1,Undirected,2
류승완_Dir_1,현봉식_Act_1,Undirected,1
류승완_Dir_1,홍성오_Act_1,Undirected,1
류승완_Dir_1,홍은철_Act_1,Undirected,1
류승완_Dir_1,황영윤_Act_1,Undirected,1
류승완_Dir_1,황인기_Act_1,Undirected,1
류승완_Dir_1,황인무_Act_1,Undirected,1
류승완_Dir_1,황정민_Act_1,Undirected,1
류승완_Dir_1,황창기_Act_1,Undirected,1
민채연_Dir_1,민채연_Act_1,Undirected,2
민채연_Dir_1,송민석_Act_1,Undirected,1
민채연_Dir_1,이명준_Act_1,Undirected,1
민채연_Dir_1,이예주_Act_1,Undirected,1
민채연_Dir_1,임지호_Act_1,Undirected,1
민채연_Dir_1,정다은_Act_1,Undirected,1
민채연_Dir_1,정수련_Act_1,Undirected,1
민채연_Dir_1,최유정_Act_1,Undirected,1
민환기_Dir_1,고권일_Act_1,Undirected,1
민환기_Dir_1,고은영_Act_1,Undirected,1
민환기_Dir_1,김남희_Act_1,Undirected,1
민환기_Dir_1,김다운_Act_1,Undirected,1
민환기_Dir_1,김대중_Act_1,Undirected,1
민환기_Dir_1,김도영_Act_1,Undirected,1
민환기_Dir_1,김순애_Act_1,Undirected,1
민환기_Dir_1,김재록_Act_1,Undirected,1
민환기_Dir_1,김홍모_Act_1,Undirected,1
민환기_Dir_1,박정경수_Act_1,Undirected,1
민환기_Dir_1,반영경_Act_1,Undirected,1
민환기_Dir_1,서석규_Act_1,Undirected,1
민환기_Dir_1,오수경_Act_1,Undirected,1
민환기_Dir_1,윤경미_Act_1,Undirected,1
민환기_Dir_1,이길훈_Act_1,Undirected,1
민환기_Dir_1,이선자_Act_1,Undirected,1
민환기_Dir_1,장현성_Act_1,Undirected,1
민환기_Dir_1,전서윤_Act_1,Undirected,1
민환기_Dir_1,정화빈_Act_1,Undirected,1
민환기_Dir_1,진경표_Act_1,Undirected,1
민환기_Dir_1,하승우_Act_1,Undirected,1
민환기_Dir_1,현성미_Act_1,Undirected,1
민환기_Dir_1,황용운_Act_1,Undirected,1
민환기_Dir_1,황현진_Act_1,Undirected,1
박동기_Dir_1,구재연_Act_1,Undirected,1
박동기_Dir_1,권혁천_Act_1,Undirected,1
박동기_Dir_1,김광재_Act_1,Undirected,1
박동기_Dir_1,김기두_Act_1,Undirected,1
박동기_Dir_1,김세환_Act_1,Undirected,1
박동기_Dir_1,김시운_Act_1,Undirected,1
박동기_Dir_1,김용석_Act_1,Undirected,1
박동기_Dir_1,김정승_Act_1,Undirected,1
박동기_Dir_1,김조운_Act_1,Undirected,2
박동기_Dir_1,김충길_Act_1,Undirected,1
박동기_Dir_1,김혜나_Act_1,Undirected,1
박동기_Dir_1,김혜원_Act_1,Undirected,1
박동기_Dir_1,마성민_Act_1,Undirected,1
박동기_Dir_1,문일완_Act_1,Undirected,1
박동기_Dir_1,박동기_Act_1,Undirected,2
박동기_Dir_1,박정곤_Act_1,Undirected,1
박동기_Dir_1,박지영_Act_1,Undirected,1
박동기_Dir_1,백수장_Act_1,Undirected,1
박동기_Dir_1,설유진_Act_1,Undirected,1
박동기_Dir_1,손우현_Act_1,Undirected,1
박동기_Dir_1,송보은_Act_1,Undirected,1
박동기_Dir_1,송부건_Act_1,Undirected,1
박동기_Dir_1,송원수_Act_1,Undirected,1
박동기_Dir_1,신두리_Act_1,Undirected,1
박동기_Dir_1,신민재_Act_1,Undirected,1
박동기_Dir_1,윤주상_Act_1,Undirected,1
박동기_Dir_1,이경욱_Act_1,Undirected,2
박동기_Dir_1,임수현_Act_1,Undirected,1
박동기_Dir_1,전이서_Act_1,Undirected,1
박동기_Dir_1,정종우_Act_1,Undirected,2
박동기_Dir_1,조미녀_Act_1,Undirected,1
박동기_Dir_1,최윤화_Act_1,Undirected,1
박동기_Dir_1,황지연_Act_1,Undirected,1
박범수_Dir_1,강인기_Act_1,Undirected,1
박범수_Dir_1,구시연_Act_1,Undirected,1
박범수_Dir_1,권유나_Act_1,Undirected,1
박범수_Dir_1,김미수_Act_1,Undirected,1
박범수_Dir_1,김예지_Act_1,Undirected,1
박범수_Dir_1,김지영_Act_1,Undirected,1
박범수_Dir_1,김한솔_Act_1,Undirected,1
박범수_Dir_1,류혜린_Act_1,Undirected,1
박범수_Dir_1,박병우_Act_1,Undirected,1
박범수_Dir_1,박세완_Act_1,Undirected,1
박범수_Dir_1,박소연_Act_1,Undirected,1
박범수_Dir_1,박슬기_Act_1,Undirected,1
박범수_Dir_1,박유밀_Act_1,Undirected,1
박범수_Dir_1,박효은_Act_1,Undirected,1
박범수_Dir_1,방예인_Act_1,Undirected,1
박범수_Dir_1,방정민_Act_1,Undirected,1
박범수_Dir_1,백하이_Act_1,Undirected,1
박범수_Dir_1,서동훈_Act_1,Undirected,1
박범수_Dir_1,설찬미_Act_1,Undirected,1
박범수_Dir_1,손병욱_Act_1,Undirected,1
박범수_Dir_1,손지나_Act_1,Undirected,1
박범수_Dir_1,송훈_Act_1,Undirected,1
박범수_Dir_1,안희주_Act_1,Undirected,1
박범수_Dir_1,염지영_Act_1,Undirected,1
박범수_Dir_1,오준혁_Act_1,Undirected,2
박범수_Dir_1,윤계상_Act_1,Undirected,1
박범수_Dir_1,윤대열_Act_1,Undirected,2
박범수_Dir_1,윤혜리_Act_1,Undirected,1
박범수_Dir_1,이동건_Act_1,Undirected,1
박범수_Dir_1,이동욱_Act_1,Undirected,1
박범수_Dir_1,이미도_Act_1,Undirected,2
박범수_Dir_1,이상이_Act_1,Undirected,1
박범수_Dir_1,이솜_Act_1,Undirected,1
박범수_Dir_1,이시훈_Act_1,Undirected,1
박범수_Dir_1,이재남_Act_1,Undirected,1
박범수_Dir_1,이정하_Act_1,Undirected,1
박범수_Dir_1,이찬형_Act_1,Undirected,1
박범수_Dir_1,이태형_Act_1,Undirected,1
박범수_Dir_1,이한종_Act_1,Undirected,1
박범수_Dir_1,이한주_Act_1,Undirected,1
박범수_Dir_1,이혜리_Act_1,Undirected,1
박범수_Dir_1,임수정_Act_1,Undirected,1
박범수_Dir_1,임우철_Act_1,Undirected,1
박범수_Dir_1,장래군_Act_1,Undirected,1
박범수_Dir_1,장현성_Act_1,Undirected,1
박범수_Dir_1,정우영_Act_1,Undirected,1
박범수_Dir_1,조달환_Act_1,Undirected,1
박범수_Dir_1,조민국_Act_1,Undirected,1
박범수_Dir_1,조아람_Act_1,Undirected,1
박범수_Dir_1,조영진_Act_1,Undirected,1
박범수_Dir_1,주진모_Act_1,Undirected,1
박범수_Dir_1,지이수_Act_1,Undirected,2
박범수_Dir_1,최지수_Act_1,Undirected,1
박범수_Dir_1,한동희_Act_1,Undirected,1
박범수_Dir_1,한사명_Act_1,Undirected,1
박범수_Dir_1,한종훈_Act_1,Undirected,2
박범수_Dir_1,현봉식_Act_1,Undirected,1
박범수_Dir_1,홍성덕_Act_1,Undirected,1
박범수_Dir_1,황기석_Act_1,Undirected,1
박범수_Dir_1,황대기_Act_1,Undirected,1
박이웅_Dir_1,Le Chi Nguyen_Act_1,Undirected,1
박이웅_Dir_1,강정우_Act_1,Undirected,1
박이웅_Dir_1,강정임_Act_1,Undirected,1
박이웅_Dir_1,경규민_Act_1,Undirected,1
박이웅_Dir_1,고은별_Act_1,Undirected,1
박이웅_Dir_1,구다송_Act_1,Undirected,1
박이웅_Dir_1,김고운_Act_1,Undirected,1
박이웅_Dir_1,김남우_Act_1,Undirected,1
박이웅_Dir_1,김담호_Act_1,Undirected,1
박이웅_Dir_1,김승용_Act_1,Undirected,1
박이웅_Dir_1,김은석_Act_1,Undirected,2
박이웅_Dir_1,김재금_Act_1,Undirected,1
박이웅_Dir_1,김정회_Act_1,Undirected,1
박이웅_Dir_1,김중기_Act_1,Undirected,1
박이웅_Dir_1,김필_Act_1,Undirected,1
박이웅_Dir_1,김혜윤_Act_1,Undirected,1
박이웅_Dir_1,김호진_Act_1,Undirected,1
박이웅_Dir_1,김희창_Act_1,Undirected,1
박이웅_Dir_1,나종민_Act_1,Undirected,2
박이웅_Dir_1,노수산나_Act_1,Undirected,1
박이웅_Dir_1,라호찬_Act_1,Undirected,1
박이웅_Dir_1,문정웅_Act_1,Undirected,1
박이웅_Dir_1,박건우_Act_1,Undirected,1
박이웅_Dir_1,박소을_Act_1,Undirected,1
박이웅_Dir_1,박승준_Act_1,Undirected,1
박이웅_Dir_1,박시우_Act_1,Undirected,1
박이웅_Dir_1,박옥출_Act_1,Undirected,1
박이웅_Dir_1,박원상_Act_1,Undirected,1
박이웅_Dir_1,박종환_Act_1,Undirected,1
박이웅_Dir_1,박혁권_Act_1,Undirected,1
박이웅_Dir_1,박현우_Act_1,Undirected,1
박이웅_Dir_1,백승원_Act_1,Undirected,1
박이웅_Dir_1,백현_Act_1,Undirected,1
박이웅_Dir_1,서다예_Act_1,Undirected,1
박이웅_Dir_1,서지원_Act_1,Undirected,1
박이웅_Dir_1,서홍석_Act_1,Undirected,1
박이웅_Dir_1,성노진_Act_1,Undirected,1
박이웅_Dir_1,성여진_Act_1,Undirected,1
박이웅_Dir_1,손성찬_Act_1,Undirected,1
박이웅_Dir_1,손화령_Act_1,Undirected,1
박이웅_Dir_1,신여경_Act_1,Undirected,1
박이웅_Dir_1,신재휘_Act_1,Undirected,1
박이웅_Dir_1,안토니_Act_1,Undirected,1
박이웅_Dir_1,양미선_Act_1,Undirected,2
박이웅_Dir_1,양소민_Act_1,Undirected,1
박이웅_Dir_1,양준명_Act_1,Undirected,1
박이웅_Dir_1,양희경_Act_1,Undirected,1
박이웅_Dir_1,엄옥란_Act_1,Undirected,1
박이웅_Dir_1,예성_Act_1,Undirected,1
박이웅_Dir_1,오만석_Act_1,Undirected,2
박이웅_Dir_1,오현경_Act_1,Undirected,1
박이웅_Dir_1,유라엘_Act_1,Undirected,1
박이웅_Dir_1,유성간_Act_1,Undirected,1
박이웅_Dir_1,유순웅_Act_1,Undirected,1
박이웅_Dir_1,유은영_Act_1,Undirected,1
박이웅_Dir_1,유채은_Act_1,Undirected,1
박이웅_Dir_1,윤주상_Act_1,Undirected,1
박이웅_Dir_1,윤지수_Act_1,Undirected,1
박이웅_Dir_1,이동용_Act_1,Undirected,1
박이웅_Dir_1,이성미_Act_1,Undirected,1
박이웅_Dir_1,이유_Act_1,Undirected,1
박이웅_Dir_1,이정미_Act_1,Undirected,1
박이웅_Dir_1,이휘종_Act_1,Undirected,1
박이웅_Dir_1,이희석_Act_1,Undirected,1
박이웅_Dir_1,임우철_Act_1,Undirected,1
박이웅_Dir_1,재니스_Act_1,Undirected,1
박이웅_Dir_1,정경임_Act_1,Undirected,1
박이웅_Dir_1,정아람_Act_1,Undirected,1
박이웅_Dir_1,정애화_Act_1,Undirected,1
박이웅_Dir_1,정예은영_Act_1,Undirected,1
박이웅_Dir_1,정윤영_Act_1,Undirected,1
박이웅_Dir_1,정지현_Act_1,Undirected,1
박이웅_Dir_1,정회린_Act_1,Undirected,1
박이웅_Dir_1,조현임_Act_1,Undirected,1
박이웅_Dir_1,주인영_Act_1,Undirected,1
박이웅_Dir_1,최성희_Act_1,Undirected,1
박이웅_Dir_1,최원_Act_1,Undirected,1
박이웅_Dir_1,최희진_Act_1,Undirected,2
박이웅_Dir_1,한철우_Act_1,Undirected,1
박이웅_Dir_1,한혜지_Act_1,Undirected,1
박이웅_Dir_1,함건수_Act_1,Undirected,1
박이웅_Dir_1,홍성오_Act_1,Undirected,1
박이웅_Dir_1,황자영_Act_1,Undirected,1
박재석_Dir_1,길병민_Act_1,Undirected,1
박재석_Dir_1,김도형_Act_1,Undirected,1
박재석_Dir_1,김주원_Act_1,Undirected,1
박재석_Dir_1,신영숙_Act_1,Undirected,1
박재석_Dir_1,에녹_Act_1,Undirected,1
박재석_Dir_1,옥주현_Act_1,Undirected,1
박재석_Dir_1,윤영석_Act_1,Undirected,1
박재석_Dir_1,윤전일_Act_1,Undirected,1
박재석_Dir_1,이지훈_Act_1,Undirected,1
박재석_Dir_1,이해준_Act_1,Undirected,1
박재석_Dir_1,임기홍_Act_1,Undirected,1
박재석_Dir_1,임선혜_Act_1,Undirected,1
박재석_Dir_1,정성화_Act_1,Undirected,1
박재석_Dir_1,정재은_Act_1,Undirected,1
박재석_Dir_1,조규현_Act_1,Undirected,1
박훈정_Dir_1,강태주_Act_1,Undirected,1
박훈정_Dir_1,고남호_Act_1,Undirected,1
박훈정_Dir_1,고아라_Act_1,Undirected,1
박훈정_Dir_1,공경배_Act_1,Undirected,1
박훈정_Dir_1,김강우_Act_1,Undirected,1
박훈정_Dir_1,김기해_Act_1,Undirected,1
박훈정_Dir_1,김다미_Act_1,Undirected,1
박훈정_Dir_1,김대흥_Act_1,Undirected,1
박훈정_Dir_1,김민규_Act_1,Undirected,1
박훈정_Dir_1,김벼리_Act_1,Undirected,1
박훈정_Dir_1,김선호_Act_1,Undirected,1
박훈정_Dir_1,김소민_Act_1,Undirected,1
박훈정_Dir_1,김용우_Act_1,Undirected,1
박훈정_Dir_1,김한솔_Act_1,Undirected,2
박훈정_Dir_1,노승윤_Act_1,Undirected,1
박훈정_Dir_1,모그_Act_1,Undirected,1
박훈정_Dir_1,문동식_Act_1,Undirected,1
박훈정_Dir_1,박은빈_Act_1,Undirected,1
박훈정_Dir_1,서문호_Act_1,Undirected,1
박훈정_Dir_1,서은수_Act_1,Undirected,1
박훈정_Dir_1,서이라_Act_1,Undirected,1
박훈정_Dir_1,성유빈_Act_1,Undirected,1
박훈정_Dir_1,손정아_Act_1,Undirected,1
박훈정_Dir_1,신시아_Act_1,Undirected,1
박훈정_Dir_1,신영옥_Act_1,Undirected,1
박훈정_Dir_1,신희철_Act_1,Undirected,1
박훈정_Dir_1,양이겸_Act_1,Undirected,1
박훈정_Dir_1,엄태구_Act_1,Undirected,1
박훈정_Dir_1,오기덕_Act_1,Undirected,1
박훈정_Dir_1,오원혁_Act_1,Undirected,1
박훈정_Dir_1,우강민_Act_1,Undirected,1
박훈정_Dir_1,유태근_Act_1,Undirected,1
박훈정_Dir_1,윤기창_Act_1,Undirected,1
박훈정_Dir_1,이규영_Act_1,Undirected,1
박훈정_Dir_1,이상렬_Act_1,Undirected,1
박훈정_Dir_1,이선호_Act_1,Undirected,1
박훈정_Dir_1,이종석_Act_1,Undirected,1
박훈정_Dir_1,이준_Act_1,Undirected,1
박훈정_Dir_1,임승준_Act_1,Undirected,1
박훈정_Dir_1,장남수_Act_1,Undirected,1
박훈정_Dir_1,장재영_Act_1,Undirected,1
박훈정_Dir_1,장지호_Act_1,Undirected,1
박훈정_Dir_1,저스틴 하비_Act_1,Undirected,1
박훈정_Dir_1,정라엘_Act_1,Undirected,1
박훈정_Dir_1,정예지_Act_1,Undirected,1
박훈정_Dir_1,정예진_Act_1,Undirected,1
박훈정_Dir_1,정운_Act_1,Undirected,1
박훈정_Dir_1,정환욱_Act_1,Undirected,1
박훈정_Dir_1,조광욱_Act_1,Undirected,1
박훈정_Dir_1,조민수_Act_1,Undirected,1
박훈정_Dir_1,조창원_Act_1,Undirected,1
박훈정_Dir_1,진구_Act_1,Undirected,1
박훈정_Dir_1,차순배_Act_1,Undirected,1
박훈정_Dir_1,채서안_Act_1,Undirected,1
박훈정_Dir_1,채원빈_Act_1,Undirected,1
박훈정_Dir_1,최동구_Act_1,Undirected,1
박훈정_Dir_1,최홍락_Act_1,Undirected,1
박훈정_Dir_1,한상경_Act_1,Undirected,1
박훈정_Dir_1,한재웅_Act_1,Undirected,1
박훈정_Dir_1,홍원표_Act_1,Undirected,1
백승기_Dir_1,감승민_Act_1,Undirected,1
백승기_Dir_1,강소연_Act_1,Undirected,2
백승기_Dir_1,권동원_Act_1,Undirected,1
백승기_Dir_1,권수진_Act_1,Undirected,2
백승기_Dir_1,권오상_Act_1,Undirected,1
백승기_Dir_1,김단비_Act_1,Undirected,1
백승기_Dir_1,김예림_Act_1,Undirected,2
백승기_Dir_1,김지양_Act_1,Undirected,1
백승기_Dir_1,김태연_Act_1,Undirected,1
백승기_Dir_1,민지혁_Act_1,Undirected,1
백승기_Dir_1,박도연_Act_1,Undirected,1
백승기_Dir_1,박은혜_Act_1,Undirected,1
백승기_Dir_1,박채은_Act_1,Undirected,1
백승기_Dir_1,백승기_Act_1,Undirected,2
백승기_Dir_1,변동욱_Act_1,Undirected,1
백승기_Dir_1,서현민_Act_1,Undirected,2
백승기_Dir_1,손규진_Act_1,Undirected,1
백승기_Dir_1,손이용_Act_1,Undirected,2
백승기_Dir_1,송진석_Act_1,Undirected,2
백승기_Dir_1,신예주_Act_1,Undirected,2
백승기_Dir_1,신우성_Act_1,Undirected,1
백승기_Dir_1,안정호_Act_1,Undirected,1
백승기_Dir_1,유창호_Act_1,Undirected,1
백승기_Dir_1,이교형_Act_1,Undirected,1
백승기_Dir_1,이지규_Act_1,Undirected,2
백승기_Dir_1,이태린_Act_1,Undirected,1
백승기_Dir_1,이호영_Act_1,Undirected,1
백승기_Dir_1,전민호_Act_1,Undirected,1
백승기_Dir_1,정광우_Act_1,Undirected,2
백승기_Dir_1,정수진_Act_1,Undirected,1
백승기_Dir_1,조근직_Act_1,Undirected,2
백승기_Dir_1,조문정_Act_1,Undirected,1
백승기_Dir_1,조용환_Act_1,Undirected,1
백승기_Dir_1,주용욱_Act_1,Undirected,1
백승기_Dir_1,천정희_Act_1,Undirected,1
백승기_Dir_1,탁재형_Act_1,Undirected,1
백승기_Dir_1,한지철_Act_1,Undirected,1
신근호_Dir_1,고인범_Act_1,Undirected,1
신근호_Dir_1,김경탁_Act_1,Undirected,1
신근호_Dir_1,김달호_Act_1,Undirected,1
신근호_Dir_1,김문수_Act_1,Undirected,1
신근호_Dir_1,김민준_Act_1,Undirected,1
신근호_Dir_1,김민희_Act_1,Undirected,1
신근호_Dir_1,김병구_Act_1,Undirected,1
신근호_Dir_1,김성룡_Act_1,Undirected,1
신근호_Dir_1,김아현_Act_1,Undirected,1
신근호_Dir_1,김영조_Act_1,Undirected,1
신근호_Dir_1,김인묵_Act_1,Undirected,1
신근호_Dir_1,김주연_Act_1,Undirected,1
신근호_Dir_1,김현섭_Act_1,Undirected,1
신근호_Dir_1,김희영_Act_1,Undirected,1
신근호_Dir_1,남정희_Act_1,Undirected,1
신근호_Dir_1,노수산나_Act_1,Undirected,2
신근호_Dir_1,룡세형_Act_1,Undirected,1
신근호_Dir_1,문서연_Act_1,Undirected,1
신근호_Dir_1,문종일_Act_1,Undirected,1
신근호_Dir_1,문진식_Act_1,Undirected,1
신근호_Dir_1,민준현_Act_1,Undirected,2
신근호_Dir_1,박경복_Act_1,Undirected,1
신근호_Dir_1,박성우_Act_1,Undirected,1
신근호_Dir_1,박순천_Act_1,Undirected,1
신근호_Dir_1,박윤결_Act_1,Undirected,1
신근호_Dir_1,박청용_Act_1,Undirected,1
신근호_Dir_1,박현민_Act_1,Undirected,1
신근호_Dir_1,백준길_Act_1,Undirected,1
신근호_Dir_1,변정수_Act_1,Undirected,1
신근호_Dir_1,서대건_Act_1,Undirected,1
신근호_Dir_1,석정현_Act_1,Undirected,1
신근호_Dir_1,손동제_Act_1,Undirected,1
신근호_Dir_1,손태양_Act_1,Undirected,1
신근호_Dir_1,송진영_Act_1,Undirected,1
신근호_Dir_1,안대겸_Act_1,Undirected,1
신근호_Dir_1,오누리_Act_1,Undirected,1
신근호_Dir_1,오윤수_Act_1,Undirected,1
신근호_Dir_1,유일한_Act_1,Undirected,1
신근호_Dir_1,이강민_Act_1,Undirected,1
신근호_Dir_1,이근진_Act_1,Undirected,1
신근호_Dir_1,이난솔_Act_1,Undirected,1
신근호_Dir_1,이동욱_Act_1,Undirected,1
신근호_Dir_1,이상헌_Act_1,Undirected,1
신근호_Dir_1,이소민_Act_1,Undirected,1
신근호_Dir_1,이재용_Act_1,Undirected,1
신근호_Dir_1,이지원_Act_1,Undirected,1
신근호_Dir_1,이지은_Act_1,Undirected,1
신근호_Dir_1,이택희_Act_1,Undirected,1
신근호_Dir_1,인선호_Act_1,Undirected,1
신근호_Dir_1,임한성_Act_1,Undirected,1
신근호_Dir_1,장혜진_Act_1,Undirected,1
신근호_Dir_1,전희찬_Act_1,Undirected,1
신근호_Dir_1,정구명_Act_1,Undirected,1
신근호_Dir_1,정인기_Act_1,Undirected,2
신근호_Dir_1,정진운_Act_1,Undirected,2
신근호_Dir_1,정태우_Act_1,Undirected,1
신근호_Dir_1,조원희_Act_1,Undirected,1
신근호_Dir_1,조이안_Act_1,Undirected,1
신근호_Dir_1,조재윤_Act_1,Undirected,1
신근호_Dir_1,조지영_Act_1,Undirected,1
신근호_Dir_1,조한선_Act_1,Undirected,1
신근호_Dir_1,조한준_Act_1,Undirected,1
